100 495
69 2 3
70 74 20
8 1 16
11 6 8
18 54 10
83 22 10
30 28 20
17 95 6
63 71 10
29 78 14
11 42 16
21 83 17
25 53 7
87 37 9
44 75 18
14 34 11
3 52 2
22 65 3
38 37 3
70 69 9
90 56 3
36 94 6
48 59 18
48 68 12
0 28 10
44 34 15
81 83 12
62 97 5
54 93 14
10 68 16
51 69 4
93 84 13
14 29 12
38 14 19
68 27 16
71
